loan_id,user_id,loan_type
156,160,real estate
157,164,real estate
158,165,real estate
159,166,real estate
160,171,real estate
161,172,real estate
162,173,real estate
163,173,real estate
164,174,real estate
165,174,real estate
166,176,real estate
167,178,real estate
168,179,real estate
169,179,real estate
170,181,real estate
171,182,real estate
172,183,real estate
173,185,real estate
174,185,real estate
175,186,real estate
176,186,real estate
177,187,real estate
178,189,real estate
179,190,real estate
180,193,real estate
181,193,real estate
182,194,real estate
183,194,real estate
184,197,real estate
185,198,real estate
186,198,real estate
187,199,real estate
188,201,real estate
189,203,real estate
190,206,real estate
191,207,real estate
192,209,real estate
193,210,real estate
194,217,real estate
195,224,real estate
196,224,real estate
197,226,real estate
198,227,real estate
199,228,real estate
200,228,real estate
201,228,real estate
202,229,real estate
203,232,real estate
204,233,real estate
205,234,real estate
206,235,real estate
207,236,real estate
208,236,real estate
209,237,real estate
210,238,real estate
211,239,real estate
212,239,real estate
213,240,real estate
214,240,real estate
215,242,real estate
216,242,real estate
217,242,real estate
218,244,real estate
219,244,real estate
220,245,real estate
221,246,real estate
222,246,real estate
223,248,real estate
224,248,real estate
225,250,real estate
226,251,real estate
227,251,real estate
228,254,real estate
229,254,real estate
230,256,real estate
231,257,real estate
232,257,real estate
233,257,real estate
234,258,real estate
235,259,real estate
236,260,real estate
237,263,real estate
238,263,real estate
239,264,real estate
240,265,real estate
241,266,real estate
242,267,real estate
243,267,real estate
244,267,real estate
245,268,real estate
246,269,real estate
247,269,real estate
248,270,real estate
249,272,real estate
250,274,real estate
251,274,real estate
252,274,real estate
253,275,real estate
254,276,real estate
255,276,real estate
256,278,real estate
257,278,real estate
258,278,real estate
259,278,real estate
260,278,real estate
261,279,real estate
262,281,real estate
263,282,real estate
264,285,real estate
265,286,real estate
266,286,real estate
267,287,real estate
268,287,real estate
269,290,real estate
270,293,real estate
271,293,real estate
272,294,real estate
273,294,real estate
274,298,real estate
275,298,real estate
276,299,real estate
277,300,real estate
278,301,real estate
279,301,real estate
280,302,real estate
281,303,real estate
282,304,real estate
283,305,real estate
284,306,real estate
285,306,real estate
286,307,real estate
287,307,real estate
288,307,real estate
289,308,real estate
290,310,real estate
291,311,real estate
292,312,real estate
293,313,real estate
294,317,real estate
295,319,real estate
296,320,real estate
297,320,real estate
298,320,real estate
299,321,real estate
300,321,real estate
301,321,real estate
302,321,real estate
303,322,real estate
304,324,real estate
305,325,real estate
306,326,real estate
307,326,real estate
308,327,real estate
309,328,real estate
310,329,real estate
311,329,real estate
312,329,real estate
313,329,real estate
314,329,real estate
315,329,real estate
316,330,real estate
317,330,real estate
318,333,real estate
319,334,real estate
320,335,real estate
321,338,real estate
322,340,real estate
323,340,real estate
324,345,real estate
325,346,real estate
326,346,real estate
327,346,real estate
328,346,real estate
329,347,real estate
330,347,real estate
331,349,real estate
332,349,real estate
333,350,real estate
334,351,real estate
335,352,real estate
336,353,real estate
337,353,real estate
338,353,real estate
339,353,real estate
340,353,real estate
341,354,real estate
342,355,real estate
343,357,real estate
344,357,real estate
345,357,real estate
346,359,real estate
347,361,real estate
348,365,real estate
349,365,real estate
350,366,real estate
351,367,real estate
352,368,real estate
353,369,real estate
354,369,real estate
355,370,real estate
356,370,real estate
357,371,real estate
358,373,real estate
359,373,real estate
360,373,real estate
361,374,real estate
362,375,real estate
363,381,real estate
364,382,real estate
365,383,real estate
366,384,real estate
367,385,real estate
368,385,real estate
369,385,real estate
370,386,real estate
371,387,real estate
372,390,real estate
373,392,real estate
374,392,real estate
375,394,real estate
376,394,real estate
377,396,real estate
378,397,real estate
379,400,real estate
380,400,real estate
381,401,real estate
382,403,real estate
383,404,real estate
384,404,real estate
385,405,real estate
386,405,real estate
387,405,real estate
388,405,real estate
389,405,real estate
390,405,real estate
391,405,real estate
392,405,real estate
393,405,real estate
394,407,real estate
395,409,real estate
396,409,real estate
397,410,real estate
398,411,real estate
399,412,real estate
400,412,real estate
401,414,real estate
402,418,real estate
403,418,real estate
404,418,real estate
405,418,real estate
406,419,real estate
407,420,real estate
408,420,real estate
409,421,real estate
410,424,real estate
411,425,real estate
412,426,real estate
413,426,real estate
414,426,real estate
415,427,real estate
416,428,real estate
417,428,real estate
418,429,real estate
419,431,real estate
420,432,real estate
421,433,real estate
422,434,real estate
423,436,real estate
424,436,real estate
425,437,real estate
426,439,real estate
427,439,real estate
428,439,real estate
429,441,real estate
430,442,real estate
431,442,real estate
432,444,real estate
433,444,real estate
434,447,real estate
435,448,real estate
436,449,real estate
437,449,real estate
438,451,real estate
439,452,real estate
440,453,real estate
441,456,real estate
442,459,real estate
443,460,real estate
444,462,real estate
445,463,real estate
446,464,real estate
447,464,real estate
448,465,real estate
449,466,real estate
450,466,real estate
451,466,real estate
452,467,real estate
453,467,real estate
454,468,real estate
455,468,real estate
456,469,real estate
457,471,real estate
458,471,real estate
459,474,real estate
460,474,real estate
461,475,real estate
462,477,real estate
463,480,real estate
464,481,real estate
465,482,real estate
466,482,real estate
467,483,real estate
468,485,real estate
469,485,real estate
470,486,real estate
471,486,real estate
472,488,real estate
473,489,real estate
474,489,real estate
475,490,real estate
476,490,real estate
477,491,real estate
478,492,real estate
479,492,real estate
480,496,real estate
481,500,real estate
482,500,real estate
483,502,real estate
484,503,real estate
485,505,real estate
486,506,real estate
487,507,real estate
488,511,real estate
489,512,real estate
490,514,real estate
491,515,real estate
492,515,real estate
493,521,real estate
494,524,real estate
495,524,real estate
496,525,real estate
497,526,real estate
498,526,real estate
499,532,real estate
500,532,real estate
501,532,real estate
502,533,real estate
503,534,real estate
504,537,real estate
505,537,real estate
506,538,real estate
507,541,real estate
508,543,real estate
509,543,real estate
510,544,real estate
511,544,real estate
512,544,real estate
513,546,real estate
514,549,real estate
515,550,real estate
516,551,real estate
517,552,real estate
518,553,real estate
519,553,real estate
520,555,real estate
521,556,real estate
522,556,real estate
523,557,real estate
524,559,real estate
525,563,real estate
526,564,real estate
527,564,real estate
528,564,real estate
529,566,real estate
530,567,real estate
531,567,real estate
532,567,real estate
533,567,real estate
534,568,real estate
535,569,real estate
536,569,real estate
537,572,real estate
538,572,real estate
539,572,real estate
540,572,real estate
541,573,real estate
542,577,real estate
543,577,real estate
544,578,real estate
545,579,real estate
546,581,real estate
547,581,real estate
548,585,real estate
549,587,real estate
550,587,real estate
551,588,real estate
552,589,real estate
553,589,real estate
554,593,real estate
555,595,real estate
556,596,real estate
557,596,real estate
558,597,real estate
559,597,real estate
560,598,real estate
561,598,real estate
562,599,real estate
563,599,real estate
564,600,real estate
565,602,real estate
566,602,real estate
567,603,real estate
568,604,real estate
569,605,real estate
570,605,real estate
571,606,real estate
572,607,real estate
573,607,real estate
574,608,real estate
575,608,real estate
576,609,real estate
577,609,real estate
578,609,real estate
579,612,real estate
580,613,real estate
581,613,real estate
582,614,real estate
583,614,real estate
584,616,real estate
585,620,real estate
586,620,real estate
587,621,real estate
588,622,real estate
589,623,real estate
590,627,real estate
591,628,real estate
592,630,real estate
593,632,real estate
594,633,real estate
595,634,real estate
596,634,real estate
597,635,real estate
598,635,real estate
599,635,real estate
600,636,real estate
601,637,real estate
602,637,real estate
603,637,real estate
604,639,real estate
605,641,real estate
606,642,real estate
607,643,real estate
608,644,real estate
609,646,real estate
610,647,real estate
611,648,real estate
612,649,real estate
613,650,real estate
614,651,real estate
615,652,real estate
616,652,real estate
617,654,real estate
618,654,real estate
619,654,real estate
620,656,real estate
621,656,real estate
622,657,real estate
623,658,real estate
624,658,real estate
625,658,real estate
626,658,real estate
627,658,real estate
628,658,real estate
629,658,real estate
630,659,real estate
631,659,real estate
632,663,real estate
633,664,real estate
634,665,real estate
635,665,real estate
636,666,real estate
637,668,real estate
638,669,real estate
639,670,real estate
640,670,real estate
641,670,real estate
642,672,real estate
643,673,real estate
644,673,real estate
645,675,real estate
646,678,real estate
647,679,real estate
648,679,real estate
649,680,real estate
650,680,real estate
651,681,real estate
652,681,real estate
653,682,real estate
654,684,real estate
655,684,real estate
656,686,real estate
657,688,real estate
658,690,real estate
659,692,real estate
660,693,real estate
661,694,real estate
662,694,real estate
663,695,real estate
664,698,real estate
665,699,real estate
666,699,real estate
667,700,real estate
668,701,real estate
669,703,real estate
670,703,real estate
671,705,real estate
672,706,real estate
673,706,real estate
674,708,real estate
675,709,real estate
676,709,real estate
677,709,real estate
678,710,real estate
679,710,real estate
680,710,real estate
681,710,real estate
682,712,real estate
683,713,real estate
684,714,real estate
685,714,real estate
686,715,real estate
687,716,real estate
688,718,real estate
689,721,real estate
690,723,real estate
691,725,real estate
692,726,real estate
693,727,real estate
694,728,real estate
695,730,real estate
696,730,real estate
697,733,real estate
698,733,real estate
699,733,real estate
700,733,real estate
701,734,real estate
702,734,real estate
703,735,real estate
704,738,real estate
705,738,real estate
706,740,real estate
707,742,real estate
708,742,real estate
709,744,real estate
710,745,real estate
711,749,real estate
712,749,real estate
713,752,real estate
714,752,real estate
715,753,real estate
716,754,real estate
717,757,real estate
718,757,real estate
719,763,real estate
720,765,real estate
721,765,real estate
722,766,real estate
723,767,real estate
724,767,real estate
725,769,real estate
726,769,real estate
727,772,real estate
728,772,real estate
729,773,real estate
730,775,real estate
731,776,real estate
732,777,real estate
733,778,real estate
734,779,real estate
735,779,real estate
736,779,real estate
737,780,real estate
738,782,real estate
739,782,real estate
740,783,real estate
741,784,real estate
742,787,real estate
743,789,real estate
744,789,real estate
745,789,real estate
746,794,real estate
747,794,real estate
748,794,real estate
749,797,real estate
750,798,real estate
751,798,real estate
752,799,real estate
753,800,real estate
754,800,real estate
755,803,real estate
756,807,real estate
757,809,real estate
758,810,real estate
759,811,real estate
760,811,real estate
761,812,real estate
762,812,real estate
763,814,real estate
764,815,real estate
765,816,real estate
766,816,real estate
767,817,real estate
768,818,real estate
769,819,real estate
770,819,real estate
771,820,real estate
772,820,real estate
773,821,real estate
774,822,real estate
775,822,real estate
776,822,real estate
777,822,real estate
778,823,real estate
779,824,real estate
780,824,real estate
781,825,real estate
782,827,real estate
783,827,real estate
784,828,real estate
785,829,real estate
786,830,real estate
787,831,real estate
788,831,real estate
789,832,real estate
790,832,real estate
791,836,real estate
792,836,real estate
793,836,real estate
794,837,real estate
795,837,real estate
796,839,real estate
797,839,real estate
798,839,real estate
799,842,real estate
800,843,real estate
801,843,real estate
802,846,real estate
803,846,real estate
804,846,real estate
805,846,real estate
806,848,real estate
807,849,real estate
808,851,real estate
809,854,real estate
810,855,real estate
811,855,real estate
812,856,real estate
813,858,real estate
814,859,real estate
815,860,real estate
816,863,real estate
817,864,real estate
818,866,real estate
819,866,real estate
820,866,real estate
821,866,real estate
822,867,real estate
823,867,real estate
824,870,real estate
825,870,real estate
826,870,real estate
827,870,real estate
828,870,real estate
829,870,real estate
830,870,real estate
831,871,real estate
832,871,real estate
833,872,real estate
834,872,real estate
835,873,real estate
836,876,real estate
837,876,real estate
838,877,real estate
839,877,real estate
840,877,real estate
841,877,real estate
842,878,real estate
843,880,real estate
844,881,real estate
845,882,real estate
846,883,real estate
847,884,real estate
848,887,real estate
849,888,real estate
850,889,real estate
851,889,real estate
852,892,real estate
853,892,real estate
854,893,real estate
855,894,real estate
856,897,real estate
857,898,real estate
858,898,real estate
859,899,real estate
860,899,real estate
861,900,real estate
862,903,real estate
863,905,real estate
864,905,real estate
865,905,real estate
866,905,real estate
867,908,real estate
868,909,real estate
869,910,real estate
870,912,real estate
871,914,real estate
872,916,real estate
873,916,real estate
874,918,real estate
875,918,real estate
876,918,real estate
877,918,real estate
878,919,real estate
879,919,real estate
880,919,real estate
881,920,real estate
882,922,real estate
883,925,real estate
884,926,real estate
885,926,real estate
886,926,real estate
887,926,real estate
888,927,real estate
889,927,real estate
890,928,real estate
891,928,real estate
892,928,real estate
893,930,real estate
894,931,real estate
895,932,real estate
896,933,real estate
897,933,real estate
898,934,real estate
899,934,real estate
900,936,real estate
901,937,real estate
902,939,real estate
903,939,real estate
904,940,real estate
905,942,real estate
906,942,real estate
907,943,real estate
908,944,real estate
909,945,real estate
910,948,real estate
911,948,real estate
912,951,real estate
913,951,real estate
914,951,real estate
915,952,real estate
916,953,real estate
917,953,real estate
918,956,real estate
919,957,real estate
920,957,real estate
921,958,real estate
922,958,real estate
923,959,real estate
924,960,real estate
925,963,real estate
926,964,real estate
927,965,real estate
928,966,real estate
929,968,real estate
930,968,real estate
931,970,real estate
932,970,real estate
933,973,real estate
934,975,real estate
935,975,real estate
936,976,real estate
937,976,real estate
938,976,real estate
939,977,real estate
940,978,real estate
941,982,real estate
942,984,real estate
943,985,real estate
944,985,real estate
945,986,real estate
946,987,real estate
947,987,real estate
948,988,real estate
949,989,real estate
950,989,real estate
951,989,real estate
952,989,real estate
953,991,real estate
954,991,real estate
955,992,real estate
956,992,real estate
957,995,real estate
958,995,real estate
959,995,real estate
960,997,real estate
961,997,real estate
962,997,real estate
963,998,real estate
964,998,real estate
965,998,real estate
966,1005,real estate
967,1005,real estate
968,1007,real estate
969,1008,real estate
970,1009,real estate
971,1009,real estate
972,1010,real estate
973,1010,real estate
974,1013,real estate
975,1013,real estate
976,1013,real estate
977,1014,real estate
978,1014,real estate
979,1014,real estate
980,1016,real estate
981,1017,real estate
982,1017,real estate
983,1018,real estate
984,1019,real estate
985,1019,real estate
986,1021,real estate
987,1022,real estate
988,1022,real estate
989,1025,real estate
990,1026,real estate
991,1027,real estate
992,1030,real estate
993,1033,real estate
994,1033,real estate
995,1034,real estate
996,1034,real estate
997,1034,real estate
998,1036,real estate
999,1038,real estate
1000,1043,real estate
1001,1044,real estate
1002,1044,real estate
1003,1046,real estate
1004,1046,real estate
1005,1047,real estate
1006,1048,real estate
1007,1049,real estate
1008,1049,real estate
1009,1050,real estate
1010,1052,real estate
1011,1053,real estate
1012,1054,real estate
1013,1055,real estate
1014,1056,real estate
1015,1056,real estate
1016,1059,real estate
1017,1060,real estate
1018,1060,real estate
1019,1060,real estate
1020,1061,real estate
1021,1064,real estate
1022,1064,real estate
1023,1066,real estate
1024,1066,real estate
1025,1070,real estate
1026,1070,real estate
1027,1072,real estate
1028,1073,real estate
1029,1073,real estate
1030,1073,real estate
1031,1075,real estate
1032,1078,real estate
1033,1078,real estate
1034,1079,real estate
1035,1082,real estate
1036,1083,real estate
1037,1085,real estate
1038,1086,real estate
1039,1087,real estate
1040,1088,real estate
1041,1090,real estate
1042,1091,real estate
1043,1091,real estate
1044,1094,real estate
1045,1095,real estate
1046,1096,real estate
1047,1097,real estate
1048,1100,real estate
1049,1102,real estate
1050,1103,real estate
1051,1103,real estate
1052,1109,real estate
1053,1109,real estate
1054,1110,real estate
1055,1110,real estate
1056,1111,real estate
1057,1114,real estate
1058,1114,real estate
1059,1115,real estate
1060,1115,real estate
1061,1115,real estate
1062,1116,real estate
1063,1117,real estate
1064,1118,real estate
1065,1118,real estate
1066,1119,real estate
1067,1122,real estate
1068,1123,real estate
1069,1124,real estate
1070,1127,real estate
1071,1127,real estate
1072,1128,real estate
1073,1128,real estate
1074,1129,real estate
1075,1129,real estate
1076,1129,real estate
1077,1130,real estate
1078,1133,real estate
1079,1133,real estate
1080,1133,real estate
1081,1133,real estate
1082,1134,real estate
1083,1134,real estate
1084,1135,real estate
1085,1135,real estate
1086,1136,real estate
1087,1138,real estate
1088,1139,real estate
1089,1139,real estate
1090,1139,real estate
1091,1144,real estate
1092,1145,real estate
1093,1147,real estate
1094,1150,real estate
1095,1150,real estate
1096,1151,real estate
1097,1151,real estate
1098,1151,real estate
1099,1151,real estate
1100,1152,real estate
1101,1152,real estate
1102,1152,real estate
1103,1154,real estate
1104,1155,real estate
1105,1155,real estate
1106,1156,real estate
1107,1159,real estate
1108,1160,real estate
1109,1160,real estate
1110,1162,real estate
1111,1164,real estate
1112,1165,real estate
1113,1165,real estate
1114,1165,real estate
1115,1167,real estate
1116,1168,real estate
1117,1171,real estate
1118,1172,real estate
1119,1172,real estate
1120,1173,real estate
1121,1173,real estate
1122,1173,real estate
1123,1174,real estate
1124,1175,real estate
1125,1175,real estate
1126,1176,real estate
1127,1177,real estate
1128,1177,real estate
1129,1178,real estate
1130,1178,real estate
1131,1179,real estate
1132,1179,real estate
1133,1179,real estate
1134,1179,real estate
1135,1180,real estate
1136,1181,real estate
1137,1182,real estate
1138,1184,real estate
1139,1185,real estate
1140,1187,real estate
1141,1190,real estate
1142,1190,real estate
1143,1192,real estate
1144,1194,real estate
1145,1194,real estate
1146,1194,real estate
1147,1194,real estate
1148,1196,real estate
1149,1197,real estate
1150,1197,real estate
1151,1197,real estate
1152,1197,real estate
1153,1200,real estate
1154,1200,real estate
1155,1200,real estate
1156,1201,real estate
1157,1202,real estate
1158,1202,real estate
1159,1204,real estate
1160,1205,real estate
1161,1205,real estate
1162,1206,real estate
1163,1206,real estate
1164,1206,real estate
1165,1206,real estate
1166,1209,real estate
1167,1209,real estate
1168,1210,real estate
1169,1211,real estate
1170,1212,real estate
1171,1212,real estate
1172,1212,real estate
1173,1215,real estate
1174,1217,real estate
1175,1217,real estate
1176,1218,real estate
1177,1220,real estate
1178,1222,real estate
1179,1223,real estate
1180,1224,real estate
1181,1224,real estate
1182,1224,real estate
1183,1224,real estate
1184,1224,real estate
1185,1225,real estate
1186,1227,real estate
1187,1228,real estate
1188,1229,real estate
1189,1229,real estate
1190,1230,real estate
1191,1230,real estate
1192,1233,real estate
1193,1233,real estate
1194,1233,real estate
1195,1233,real estate
1196,1233,real estate
1197,1233,real estate
1198,1233,real estate
1199,1233,real estate
1200,1233,real estate
1201,1234,real estate
1202,1234,real estate
1203,1235,real estate
1204,1235,real estate
1205,1236,real estate
1206,1237,real estate
1207,1237,real estate
1208,1238,real estate
1209,1239,real estate
1210,1239,real estate
1211,1239,real estate
1212,1239,real estate
1213,1239,real estate
1214,1239,real estate
1215,1239,real estate
1216,1243,real estate
1217,1243,real estate
1218,1244,real estate
1219,1244,real estate
1220,1245,real estate
1221,1249,real estate
1222,1250,real estate
1223,1250,real estate
1224,1254,real estate
1225,1255,real estate
1226,1255,real estate
1227,1256,real estate
1228,1256,real estate
1229,1257,real estate
1230,1259,real estate
1231,1259,real estate
1232,1259,real estate
1233,1259,real estate
1234,1260,real estate
1235,1261,real estate
1236,1262,real estate
1237,1262,real estate
1238,1263,real estate
1239,1264,real estate
1240,1265,real estate
1241,1266,real estate
1242,1266,real estate
1243,1268,real estate
1244,1268,real estate
1245,1270,real estate
1246,1270,real estate
1247,1271,real estate
1248,1271,real estate
1249,1271,real estate
1250,1271,real estate
1251,1271,real estate
1252,1271,real estate
1253,1271,real estate
1254,1271,real estate
1255,1271,real estate
1256,1271,real estate
1257,1273,real estate
1258,1273,real estate
1259,1273,real estate
1260,1275,real estate
1261,1275,real estate
1262,1276,real estate
1263,1278,real estate
1264,1278,real estate
1265,1278,real estate
1266,1280,real estate
1267,1280,real estate
1268,1283,real estate
1269,1284,real estate
1270,1286,real estate
1271,1287,real estate
1272,1289,real estate
1273,1291,real estate
1274,1292,real estate
1275,1292,real estate
1276,1292,real estate
1277,1295,real estate
1278,1297,real estate
1279,1297,real estate
1280,1300,real estate
1281,1301,real estate
1282,1302,real estate
1283,1306,real estate
1284,1306,real estate
1285,1307,real estate
1286,1307,real estate
1287,1308,real estate
1288,1308,real estate
1289,1309,real estate
1290,1315,real estate
1291,1315,real estate
1292,1316,real estate
1293,1319,real estate
1294,1319,real estate
1295,1321,real estate
1296,1321,real estate
1297,1323,real estate
1298,1324,real estate
1299,1325,real estate
1300,1326,real estate
1301,1327,real estate
1302,1328,real estate
1303,1330,real estate
1304,1332,real estate
1305,1332,real estate
1306,1334,real estate
1307,1338,real estate
1308,1340,real estate
1309,1342,real estate
1310,1343,real estate
1311,1346,real estate
1312,1349,real estate
1313,1351,real estate
1314,1352,real estate
1315,1353,real estate
1316,1354,real estate
1317,1354,real estate
1318,1356,real estate
1319,1356,real estate
1320,1358,real estate
1321,1359,real estate
1322,1359,real estate
1323,1359,real estate
1324,1360,real estate
1325,1360,real estate
1326,1360,real estate
1327,1361,real estate
1328,1361,real estate
1329,1362,real estate
1330,1362,real estate
1331,1364,real estate
1332,1364,real estate
1333,1365,real estate
1334,1366,real estate
1335,1367,real estate
1336,1368,real estate
1337,1370,real estate
1338,1370,real estate
1339,1371,real estate
1340,1373,real estate
1341,1373,real estate
1342,1374,real estate
1343,1375,real estate
1344,1376,real estate
1345,1381,real estate
1346,1383,real estate
1347,1383,real estate
1348,1384,real estate
1349,1385,real estate
1350,1385,real estate
1351,1387,real estate
1352,1391,real estate
1353,1392,real estate
1354,1393,real estate
1355,1394,real estate
1356,1396,real estate
1357,1396,real estate
1358,1398,real estate
1359,1398,real estate
1360,1403,real estate
1361,1404,real estate
1362,1404,real estate
1363,1404,real estate
1364,1405,real estate
1365,1405,real estate
1366,1405,real estate
1367,1407,real estate
1368,1407,real estate
1369,1409,real estate
1370,1410,real estate
1371,1411,real estate
1372,1411,real estate
1373,1411,real estate
1374,1411,real estate
1375,1411,real estate
1376,1414,real estate
1377,1415,real estate
1378,1415,real estate
1379,1416,real estate
1380,1417,real estate
1381,1420,real estate
1382,1420,real estate
1383,1421,real estate
1384,1422,real estate
1385,1422,real estate
1386,1424,real estate
1387,1424,real estate
1388,1425,real estate
1389,1428,real estate
1390,1428,real estate
1391,1428,real estate
1392,1430,real estate
1393,1430,real estate
1394,1433,real estate
1395,1433,real estate
1396,1433,real estate
1397,1433,real estate
1398,1437,real estate
1399,1437,real estate
1400,1437,real estate
1401,1439,real estate
1402,1442,real estate
1403,1443,real estate
1404,1444,real estate
1405,1444,real estate
1406,1446,real estate
1407,1446,real estate
1408,1446,real estate
1409,1447,real estate
1410,1448,real estate
1411,1451,real estate
1412,1451,real estate
1413,1452,real estate
1414,1452,real estate
1415,1453,real estate
1416,1453,real estate
1417,1454,real estate
1418,1454,real estate
1419,1455,real estate
1420,1455,real estate
1421,1456,real estate
1422,1461,real estate
1423,1462,real estate
1424,1462,real estate
1425,1463,real estate
1426,1464,real estate
1427,1465,real estate
1428,1465,real estate
1429,1467,real estate
1430,1467,real estate
1431,1467,real estate
1432,1468,real estate
1433,1468,real estate
1434,1469,real estate
1435,1469,real estate
1436,1471,real estate
1437,1472,real estate
1438,1472,real estate
1439,1472,real estate
1440,1473,real estate
1441,1473,real estate
1442,1473,real estate
1443,1475,real estate
1444,1475,real estate
1445,1477,real estate
1446,1477,real estate
1447,1480,real estate
1448,1480,real estate
1449,1480,real estate
1450,1480,real estate
1451,1481,real estate
1452,1481,real estate
1453,1481,real estate
1454,1481,real estate
1455,1483,real estate
1456,1484,real estate
1457,1484,real estate
1458,1485,real estate
1459,1485,real estate
1460,1486,real estate
1461,1486,real estate
1462,1488,real estate
1463,1488,real estate
1464,1488,real estate
1465,1489,real estate
1466,1489,real estate
1467,1492,real estate
1468,1492,real estate
1469,1493,real estate
1470,1494,real estate
1471,1494,real estate
1472,1494,real estate
1473,1496,real estate
1474,1496,real estate
1475,1498,real estate
1476,1498,real estate
1477,1499,real estate
1478,1502,real estate
1479,1504,real estate
1480,1506,real estate
1481,1507,real estate
1482,1507,real estate
1483,1508,real estate
1484,1508,real estate
1485,1509,real estate
1486,1511,real estate
1487,1512,real estate
1488,1512,real estate
1489,1513,real estate
1490,1513,real estate
1491,1515,real estate
1492,1517,real estate
1493,1518,real estate
1494,1518,real estate
1495,1519,real estate
1496,1519,real estate
1497,1520,real estate
1498,1522,real estate
1499,1523,real estate
1500,1523,real estate
1501,1525,real estate
1502,1527,real estate
1503,1528,real estate
1504,1529,real estate
1505,1529,real estate
1506,1530,real estate
1507,1530,real estate
1508,1531,real estate
1509,1532,real estate
1510,1534,real estate
1511,1534,real estate
1512,1535,real estate
1513,1536,real estate
1514,1537,real estate
1515,1538,real estate
1516,1539,real estate
1517,1539,real estate
1518,1539,real estate
1519,1540,real estate
1520,1540,real estate
1521,1546,real estate
1522,1546,real estate
1523,1548,real estate
1524,1548,real estate
1525,1549,real estate
1526,1550,real estate
1527,1552,real estate
1528,1552,real estate
1529,1556,real estate
1530,1558,real estate
1531,1560,real estate
1532,1561,real estate
1533,1561,real estate
1534,1562,real estate
1535,1563,real estate
1536,1564,real estate
1537,1566,real estate
1538,1566,real estate
1539,1568,real estate
1540,1568,real estate
1541,1569,real estate
1542,1569,real estate
1543,1575,real estate
1544,1576,real estate
1545,1577,real estate
1546,1578,real estate
1547,1578,real estate
1548,1579,real estate
1549,1580,real estate
1550,1580,real estate
1551,1583,real estate
1552,1583,real estate
1553,1586,real estate
1554,1586,real estate
1555,1587,real estate
1556,1589,real estate
1557,1592,real estate
1558,1592,real estate
1559,1594,real estate
1560,1595,real estate
1561,1596,real estate
1562,1597,real estate
1563,1597,real estate
1564,1597,real estate
1565,1599,real estate
1566,1599,real estate
1567,1600,real estate
1568,1601,real estate
1569,1601,real estate
1570,1602,real estate
1571,1602,real estate
1572,1603,real estate
1573,1605,real estate
1574,1605,real estate
1575,1606,real estate
1576,1607,real estate
1577,1607,real estate
1578,1608,real estate
1579,1608,real estate
1580,1608,real estate
1581,1608,real estate
1582,1609,real estate
1583,1609,real estate
1584,1613,real estate
1585,1613,real estate
1586,1615,real estate
1587,1615,real estate
1588,1616,real estate
1589,1617,real estate
1590,1620,real estate
1591,1621,real estate
1592,1623,real estate
